seq.id	Class	Species	alignment.start	alignment.end	envelope.start	envelope.end	LGIC.Family	hmm.acc	hmm.name	type	hmm.start	hmm.end	hmm.length	bit.score	E.value	significance	clan
DC041_0004136	Trematoda	Schistosoma_bovis	2	160	1	160	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	55	217	217	107.1	5.00E-34	1	No_clan
DC041_0004563	Trematoda	Schistosoma_bovis	52	289	48	290	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	5	216	217	130.3	4.00E-41	1	No_clan
DC041_0004563	Trematoda	Schistosoma_bovis	298	441	297	507	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	141	238	59.4	3.20E-19	1	No_clan
DC041_0004614	Trematoda	Schistosoma_bovis	41	143	41	143	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	91	217	74.3	5.50E-24	1	No_clan
DC041_0004624	Trematoda	Schistosoma_bovis	3	91	1	92	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	121	216	217	77.4	6.10E-25	1	No_clan
DC041_0004624	Trematoda	Schistosoma_bovis	99	127	99	129	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	28.8	7.10E-10	0	No_clan
DC041_0004745	Trematoda	Schistosoma_bovis	19	235	19	236	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	216	217	179.3	4.20E-56	1	No_clan
DC041_0004745	Trematoda	Schistosoma_bovis	243	271	243	272	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	23.1	4.00E-08	0	No_clan
DC041_0004745	Trematoda	Schistosoma_bovis	270	314	269	330	Cys-loop family	PF02932.19	Neur_chan_memb	Family	57	100	238	17.1	2.70E-06	0	No_clan
DC041_0004745	Trematoda	Schistosoma_bovis	1030	1182	917	1182	Cys-loop family	PF02932.19	Neur_chan_memb	Family	122	238	238	31.6	1.00E-10	0	No_clan
DC041_0005042	Trematoda	Schistosoma_bovis	24	140	19	140	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	93	217	217	100.7	4.50E-32	1	No_clan
DC041_0005042	Trematoda	Schistosoma_bovis	147	477	147	479	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	236	238	77.5	9.40E-25	1	No_clan
DC041_0006296	Trematoda	Schistosoma_bovis	54	592	53	593	ASIC family	PF00858.27	ASC	Family	2	437	445	79.7	1.30E-25	1	No_clan
DC041_0006535	Trematoda	Schistosoma_bovis	18	446	12	446	ASIC family	PF00858.27	ASC	Family	15	445	445	60.5	8.80E-20	1	No_clan
DC041_0006550	Trematoda	Schistosoma_bovis	59	587	59	587	ASIC family	PF00858.27	ASC	Family	1	445	445	159.4	8.70E-50	1	No_clan
DC041_0006773	Trematoda	Schistosoma_bovis	39	93	38	100	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	53	217	20.9	1.20E-07	0	No_clan
DC041_0006773	Trematoda	Schistosoma_bovis	102	193	93	210	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	101	191	217	81	4.70E-26	1	No_clan
DC041_0006773	Trematoda	Schistosoma_bovis	245	272	245	278	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	28	238	31.3	1.20E-10	0	No_clan
DC041_0006773	Trematoda	Schistosoma_bovis	391	475	301	479	Cys-loop family	PF02932.19	Neur_chan_memb	Family	153	233	238	20.6	2.40E-07	0	No_clan
DC041_0006782	Trematoda	Schistosoma_bovis	13	189	1	208	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	192	217	162.3	6.60E-51	1	No_clan
DC041_0006782	Trematoda	Schistosoma_bovis	240	299	240	302	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	60	238	55.3	6.00E-18	1	No_clan
DC041_0006782	Trematoda	Schistosoma_bovis	320	574	312	578	Cys-loop family	PF02932.19	Neur_chan_memb	Family	54	233	238	38.7	6.80E-13	1	No_clan
DC041_0006783	Trematoda	Schistosoma_bovis	436	574	435	579	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	138	217	117.1	4.30E-37	1	No_clan
DC041_0006783	Trematoda	Schistosoma_bovis	617	651	617	652	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	35	238	34.9	9.60E-12	1	No_clan
DC041_0006783	Trematoda	Schistosoma_bovis	647	829	646	835	Cys-loop family	PF02932.19	Neur_chan_memb	Family	60	232	238	42.6	4.30E-14	1	No_clan
DC041_0006807	Trematoda	Schistosoma_bovis	41	207	37	210	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	46	214	217	86.4	1.10E-27	1	No_clan
DC041_0006865	Trematoda	Schistosoma_bovis	19	523	19	523	ASIC family	PF00858.27	ASC	Family	1	445	445	164.3	2.90E-51	1	No_clan
DC041_0006933	Trematoda	Schistosoma_bovis	45	118	5	168	ASIC family	PF00858.27	ASC	Family	310	377	445	17.3	1.10E-06	0	No_clan
DC041_0006933	Trematoda	Schistosoma_bovis	185	312	143	312	ASIC family	PF00858.27	ASC	Family	349	445	445	55.1	3.90E-18	1	No_clan
DC041_0007292	Trematoda	Schistosoma_bovis	1	37	1	38	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	55	91	217	33.8	1.30E-11	1	No_clan
DC041_0007292	Trematoda	Schistosoma_bovis	39	117	37	118	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	140	216	217	38.3	5.50E-13	1	No_clan
DC041_0007292	Trematoda	Schistosoma_bovis	125	284	125	320	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	168	238	113.5	1.00E-35	1	No_clan
DC041_0007292	Trematoda	Schistosoma_bovis	396	566	378	567	Cys-loop family	PF02932.19	Neur_chan_memb	Family	87	237	238	38	1.10E-12	1	No_clan
DC041_0007293	Trematoda	Schistosoma_bovis	31	212	31	239	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	187	217	142.3	8.70E-45	1	No_clan
DC041_0007293	Trematoda	Schistosoma_bovis	293	350	293	471	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	58	238	56.8	2.10E-18	1	No_clan
DC041_0007293	Trematoda	Schistosoma_bovis	571	722	560	723	Cys-loop family	PF02932.19	Neur_chan_memb	Family	89	237	238	38.9	6.10E-13	1	No_clan
DC041_0007369	Trematoda	Schistosoma_bovis	4	267	1	297	ASIC family	PF00858.27	ASC	Family	54	393	445	66.1	1.70E-21	1	No_clan
DC041_0008558	Trematoda	Schistosoma_bovis	20	197	3	221	ASIC family	PF00858.27	ASC	Family	155	329	445	65.9	2.10E-21	1	No_clan
DC041_0008559	Trematoda	Schistosoma_bovis	125	237	125	278	ASIC family	PF00858.27	ASC	Family	1	108	445	65.6	2.50E-21	1	No_clan
DC041_0008560	Trematoda	Schistosoma_bovis	17	144	1	145	ASIC family	PF00858.27	ASC	Family	349	444	445	58.5	3.70E-19	1	No_clan
DC041_0008876	Trematoda	Schistosoma_bovis	88	272	88	335	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	186	238	75.2	4.70E-24	1	No_clan
DC041_0008876	Trematoda	Schistosoma_bovis	409	548	336	548	Cys-loop family	PF02932.19	Neur_chan_memb	Family	122	238	238	14.4	1.80E-05	0	No_clan
DC041_0009168	Trematoda	Schistosoma_bovis	6	312	1	312	ASIC family	PF00858.27	ASC	Family	220	445	445	122.9	1.00E-38	1	No_clan
DC041_0009852	Trematoda	Schistosoma_bovis	64	578	64	578	ASIC family	PF00858.27	ASC	Family	1	445	445	173.9	3.60E-54	1	No_clan
DC041_0010234	Trematoda	Schistosoma_bovis	27	131	8	147	ASIC family	PF00858.27	ASC	Family	171	275	445	47.9	6.00E-16	1	No_clan
DC041_0010235	Trematoda	Schistosoma_bovis	27	193	27	255	ASIC family	PF00858.27	ASC	Family	1	164	445	58.5	3.60E-19	1	No_clan
DC041_0010345	Trematoda	Schistosoma_bovis	7	66	7	68	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	57	217	36.6	1.80E-12	1	No_clan
DC041_0010345	Trematoda	Schistosoma_bovis	69	190	67	191	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	87	216	217	112.9	8.70E-36	1	No_clan
DC041_0010345	Trematoda	Schistosoma_bovis	198	226	198	228	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	25.8	5.90E-09	0	No_clan
DC041_0010345	Trematoda	Schistosoma_bovis	484	676	464	677	Cys-loop family	PF02932.19	Neur_chan_memb	Family	88	237	238	22.2	7.50E-08	0	No_clan
DC041_0010377	Trematoda	Schistosoma_bovis	34	246	33	247	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	163.6	2.60E-51	1	No_clan
DC041_0010377	Trematoda	Schistosoma_bovis	254	501	254	501	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	238	238	86.2	2.20E-27	1	No_clan
DC041_0011492	Trematoda	Schistosoma_bovis	21	104	9	209	ASIC family	PF00858.27	ASC	Family	4	85	445	33.3	1.60E-11	1	No_clan
DC041_0011588	Trematoda	Schistosoma_bovis	7	69	1	77	Cys-loop family	PF02932.19	Neur_chan_memb	Family	36	98	238	30.4	2.40E-10	0	No_clan
DC041_0011589	Trematoda	Schistosoma_bovis	3	394	1	397	Cys-loop family	PF02932.19	Neur_chan_memb	Family	67	234	238	30.1	3.00E-10	0	No_clan
DC041_0012271	Trematoda	Schistosoma_bovis	154	207	123	214	iGluR family	PF00060.29	Lig_chan	Family	40	92	149	14	2.10E-05	0	CL0030
DEA37_0000062	Trematoda	Paragonimus_westermani	15	124	1	124	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	102	217	217	53.9	9.60E-18	1	No_clan
DEA37_0000062	Trematoda	Paragonimus_westermani	132	207	131	226	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	80	238	18.9	7.60E-07	0	No_clan
DEA37_0000235	Trematoda	Paragonimus_westermani	18	104	18	109	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	88	238	44.3	1.30E-14	1	No_clan
DEA37_0000857	Trematoda	Paragonimus_westermani	101	256	97	271	ASIC family	PF00858.27	ASC	Family	43	204	445	30.8	9.00E-11	1	No_clan
DEA37_0001308	Trematoda	Paragonimus_westermani	4	309	1	309	ASIC family	PF00858.27	ASC	Family	221	445	445	122.7	1.20E-38	1	No_clan
DEA37_0002114	Trematoda	Paragonimus_westermani	64	173	64	327	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	111	238	66.7	1.90E-21	1	No_clan
DEA37_0002115	Trematoda	Paragonimus_westermani	100	279	99	295	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	177	217	145.3	1.00E-45	1	No_clan
DEA37_0002704	Trematoda	Paragonimus_westermani	5	215	5	216	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	216	217	224.2	7.40E-70	1	No_clan
DEA37_0002704	Trematoda	Paragonimus_westermani	223	251	223	251	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	28.8	7.30E-10	0	No_clan
DEA37_0002706	Trematoda	Paragonimus_westermani	1	114	1	198	Cys-loop family	PF02932.19	Neur_chan_memb	Family	65	163	238	16.4	4.60E-06	0	No_clan
DEA37_0002706	Trematoda	Paragonimus_westermani	331	453	225	454	Cys-loop family	PF02932.19	Neur_chan_memb	Family	130	237	238	33.6	2.40E-11	0	No_clan
DEA37_0004462	Trematoda	Paragonimus_westermani	66	220	66	222	ASIC family	PF00858.27	ASC	Family	1	157	445	72.4	2.20E-23	1	No_clan
DEA37_0004464	Trematoda	Paragonimus_westermani	13	355	2	355	ASIC family	PF00858.27	ASC	Family	163	445	445	125.1	2.30E-39	1	No_clan
DEA37_0005114	Trematoda	Paragonimus_westermani	2	214	1	215	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	216	217	176.2	3.60E-55	1	No_clan
DEA37_0005114	Trematoda	Paragonimus_westermani	222	309	222	324	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	85	238	71.3	7.60E-23	1	No_clan
DEA37_0005115	Trematoda	Paragonimus_westermani	158	297	23	298	Cys-loop family	PF02932.19	Neur_chan_memb	Family	117	237	238	35.5	6.40E-12	1	No_clan
DEA37_0005117	Trematoda	Paragonimus_westermani	1	329	1	329	Cys-loop family	PF02932.19	Neur_chan_memb	Family	38	238	238	46.4	3.20E-15	1	No_clan
DEA37_0005192	Trematoda	Paragonimus_westermani	133	344	132	345	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	158.3	1.10E-49	1	No_clan
DEA37_0005192	Trematoda	Paragonimus_westermani	352	467	352	487	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	117	238	86.4	1.90E-27	1	No_clan
DEA37_0005192	Trematoda	Paragonimus_westermani	494	534	485	534	Cys-loop family	PF02932.19	Neur_chan_memb	Family	198	238	238	15.6	7.70E-06	0	No_clan
DEA37_0006482	Trematoda	Paragonimus_westermani	28	346	10	351	ASIC family	PF00858.27	ASC	Family	218	440	445	85.5	2.30E-27	1	No_clan
DEA37_0006484	Trematoda	Paragonimus_westermani	67	253	64	261	ASIC family	PF00858.27	ASC	Family	5	213	445	75.5	2.40E-24	1	No_clan
DEA37_0007079	Trematoda	Paragonimus_westermani	11	171	9	171	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	53	217	217	106.5	7.50E-34	1	No_clan
DEA37_0007079	Trematoda	Paragonimus_westermani	179	316	178	371	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	123	238	35.5	6.40E-12	1	No_clan
DEA37_0007262	Trematoda	Paragonimus_westermani	38	124	37	126	ASIC family	PF00858.27	ASC	Family	2	89	445	58.9	2.70E-19	1	No_clan
DEA37_0007907	Trematoda	Paragonimus_westermani	4	513	1	513	ASIC family	PF00858.27	ASC	Family	43	445	445	153.4	5.90E-48	1	No_clan
DEA37_0008185	Trematoda	Paragonimus_westermani	39	248	38	249	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	156.4	4.00E-49	1	No_clan
DEA37_0008185	Trematoda	Paragonimus_westermani	256	506	256	506	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	238	238	74	1.10E-23	1	No_clan
DEA37_0008606	Trematoda	Paragonimus_westermani	39	94	38	96	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	54	217	21.8	6.30E-08	0	No_clan
DEA37_0008606	Trematoda	Paragonimus_westermani	97	144	93	167	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	140	187	217	29.8	2.20E-10	1	No_clan
DEA37_0008606	Trematoda	Paragonimus_westermani	200	523	200	528	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	232	238	101.6	4.10E-32	1	No_clan
DEA37_0008608	Trematoda	Paragonimus_westermani	41	96	40	98	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	54	217	19.6	3.00E-07	0	No_clan
DEA37_0008608	Trematoda	Paragonimus_westermani	180	236	174	251	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	138	194	217	34.1	1.10E-11	1	No_clan
DEA37_0008608	Trematoda	Paragonimus_westermani	261	551	256	556	Cys-loop family	PF02932.19	Neur_chan_memb	Family	34	232	238	52.8	3.40E-17	1	No_clan
DEA37_0008611	Trematoda	Paragonimus_westermani	2	60	1	96	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	142	201	217	16.7	2.20E-06	0	No_clan
DEA37_0008611	Trematoda	Paragonimus_westermani	103	343	103	350	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	232	238	109.6	1.50E-34	1	No_clan
DEA37_0009235	Trematoda	Paragonimus_westermani	48	617	48	617	ASIC family	PF00858.27	ASC	Family	1	445	445	144.7	2.60E-45	1	No_clan
DEA37_0009266	Trematoda	Paragonimus_westermani	67	360	49	406	ASIC family	PF00858.27	ASC	Family	22	371	445	99.7	1.10E-31	1	No_clan
DEA37_0009581	Trematoda	Paragonimus_westermani	24	234	24	235	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	216	217	188.8	4.90E-59	1	No_clan
DEA37_0009581	Trematoda	Paragonimus_westermani	242	580	242	587	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	231	238	70.8	1.10E-22	1	No_clan
DEA37_0009670	Trematoda	Paragonimus_westermani	47	259	5	260	ASIC family	PF00858.27	ASC	Family	281	444	445	65.5	2.70E-21	1	No_clan
DEA37_0010008	Trematoda	Paragonimus_westermani	5	460	2	460	ASIC family	PF00858.27	ASC	Family	64	445	445	127.4	4.40E-40	1	No_clan
DEA37_0010147	Trematoda	Paragonimus_westermani	44	105	40	202	ASIC family	PF00858.27	ASC	Family	13	73	445	31.1	7.60E-11	1	No_clan
DEA37_0010148	Trematoda	Paragonimus_westermani	27	231	4	231	ASIC family	PF00858.27	ASC	Family	227	445	445	47.8	6.40E-16	1	No_clan
DEA37_0010181	Trematoda	Paragonimus_westermani	6	76	3	156	ASIC family	PF00858.27	ASC	Family	154	237	445	18.7	4.20E-07	0	No_clan
DEA37_0010404	Trematoda	Paragonimus_westermani	1	225	1	233	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	9	195	217	140	4.40E-44	1	No_clan
DEA37_0010404	Trematoda	Paragonimus_westermani	270	384	270	391	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	115	238	101.3	5.10E-32	1	No_clan
DEA37_0011560	Trematoda	Paragonimus_westermani	32	255	27	256	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	8	216	217	125.5	1.10E-39	1	No_clan
DEA37_0011560	Trematoda	Paragonimus_westermani	264	400	263	431	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	123	238	72	4.70E-23	1	No_clan
DEA37_0011576	Trematoda	Paragonimus_westermani	81	183	81	183	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	91	217	78	4.00E-25	1	No_clan
DEA37_0011578	Trematoda	Paragonimus_westermani	8	123	1	124	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	93	216	217	97.5	4.30E-31	1	No_clan
DEA37_0011578	Trematoda	Paragonimus_westermani	131	530	131	535	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	232	238	88	6.10E-28	1	No_clan
DEA37_0011753	Trematoda	Paragonimus_westermani	78	491	78	524	ASIC family	PF00858.27	ASC	Family	1	380	445	136.2	9.60E-43	1	No_clan
DEA37_0012378	Trematoda	Paragonimus_westermani	1	499	1	499	ASIC family	PF00858.27	ASC	Family	24	445	445	155.1	1.80E-48	1	No_clan
DEA37_0013022	Trematoda	Paragonimus_westermani	31	544	30	544	ASIC family	PF00858.27	ASC	Family	2	445	445	136.4	8.50E-43	1	No_clan
DEA37_0013057	Trematoda	Paragonimus_westermani	38	543	38	543	ASIC family	PF00858.27	ASC	Family	1	445	445	162.1	1.30E-50	1	No_clan
DEA37_0013087	Trematoda	Paragonimus_westermani	10	246	2	258	ASIC family	PF00858.27	ASC	Family	225	411	445	66.8	1.10E-21	1	No_clan
DEA37_0014214	Trematoda	Paragonimus_westermani	63	252	61	283	ASIC family	PF00858.27	ASC	Family	3	188	445	61.6	4.20E-20	1	No_clan
DEA37_0014300	Trematoda	Paragonimus_westermani	1	58	1	90	Cys-loop family	PF02932.19	Neur_chan_memb	Family	65	122	238	29.1	5.90E-10	0	No_clan
DEA37_0014301	Trematoda	Paragonimus_westermani	131	377	95	377	Cys-loop family	PF02932.19	Neur_chan_memb	Family	122	238	238	26.7	3.30E-09	0	No_clan
DEA37_0014302	Trematoda	Paragonimus_westermani	18	235	18	235	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	217	217	187.3	1.50E-58	1	No_clan
DEA37_0014302	Trematoda	Paragonimus_westermani	242	302	242	302	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	61	238	52.4	4.60E-17	1	No_clan
DEA37_0014955	Trematoda	Paragonimus_westermani	3	106	1	107	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	104	216	217	109.5	9.10E-35	1	No_clan
DEA37_0014955	Trematoda	Paragonimus_westermani	114	476	114	477	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	237	238	158.1	2.30E-49	1	No_clan
DEA37_0014957	Trematoda	Paragonimus_westermani	42	84	42	110	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	43	217	26.9	1.70E-09	1	No_clan
DILT_0000000901-mRNA-1	Cestoda	Dibothriocephalus_latus	3	67	1	92	Cys-loop family	PF02932.19	Neur_chan_memb	Family	33	99	238	31.4	1.20E-10	0	No_clan
DILT_0000000901-mRNA-1	Cestoda	Dibothriocephalus_latus	118	161	88	161	Cys-loop family	PF02932.19	Neur_chan_memb	Family	192	238	238	18.7	8.60E-07	0	No_clan
DILT_0000016501-mRNA-1	Cestoda	Dibothriocephalus_latus	52	175	45	175	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	102	217	217	114.3	3.20E-36	1	No_clan
DILT_0000016501-mRNA-1	Cestoda	Dibothriocephalus_latus	182	296	182	303	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	115	238	137.9	3.40E-43	1	No_clan
DILT_0000058801-mRNA-1	Cestoda	Dibothriocephalus_latus	9	85	7	109	ASIC family	PF00858.27	ASC	Family	3	77	445	29.9	1.80E-10	1	No_clan
DILT_0000178401-mRNA-1	Cestoda	Dibothriocephalus_latus	24	115	7	116	ASIC family	PF00858.27	ASC	Family	349	444	445	55.8	2.30E-18	1	No_clan
DILT_0000213901-mRNA-1	Cestoda	Dibothriocephalus_latus	37	543	37	544	ASIC family	PF00858.27	ASC	Family	1	444	445	144.4	3.20E-45	1	No_clan
DILT_0000264101-mRNA-1	Cestoda	Dibothriocephalus_latus	44	177	32	177	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	95	217	217	99.5	1.00E-31	1	No_clan
DILT_0000264101-mRNA-1	Cestoda	Dibothriocephalus_latus	184	212	184	212	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	20.7	2.20E-07	0	No_clan
DILT_0000285601-mRNA-1	Cestoda	Dibothriocephalus_latus	44	100	20	200	ASIC family	PF00858.27	ASC	Family	21	74	445	21	8.30E-08	0	No_clan
DILT_0000305301-mRNA-1	Cestoda	Dibothriocephalus_latus	13	126	10	126	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	94	217	217	108.8	1.50E-34	1	No_clan
DILT_0000305301-mRNA-1	Cestoda	Dibothriocephalus_latus	133	490	133	491	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	237	238	175.5	1.10E-54	1	No_clan
DILT_0000349001-mRNA-1	Cestoda	Dibothriocephalus_latus	11	56	4	56	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	171	217	217	13.2	2.70E-05	0	No_clan
DILT_0000349001-mRNA-1	Cestoda	Dibothriocephalus_latus	63	331	63	334	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	235	238	160.8	3.50E-50	1	No_clan
DILT_0000359301-mRNA-1	Cestoda	Dibothriocephalus_latus	11	274	11	278	ASIC family	PF00858.27	ASC	Family	1	258	445	107.6	4.50E-34	1	No_clan
DILT_0000359301-mRNA-1	Cestoda	Dibothriocephalus_latus	287	472	277	472	ASIC family	PF00858.27	ASC	Family	320	445	445	32.7	2.50E-11	1	No_clan
DILT_0000362601-mRNA-1	Cestoda	Dibothriocephalus_latus	6	134	1	135	ASIC family	PF00858.27	ASC	Family	297	444	445	21	8.70E-08	0	No_clan
DILT_0000369001-mRNA-1	Cestoda	Dibothriocephalus_latus	76	596	76	596	ASIC family	PF00858.27	ASC	Family	1	445	445	174.4	2.40E-54	1	No_clan
DILT_0000402501-mRNA-1	Cestoda	Dibothriocephalus_latus	130	341	128	342	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	3	216	217	162.6	5.20E-51	1	No_clan
DILT_0000402501-mRNA-1	Cestoda	Dibothriocephalus_latus	349	441	349	459	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	93	238	62.9	2.70E-20	1	No_clan
DILT_0000402501-mRNA-1	Cestoda	Dibothriocephalus_latus	486	526	447	526	Cys-loop family	PF02932.19	Neur_chan_memb	Family	198	238	238	15.6	7.70E-06	0	No_clan
DILT_0000444001-mRNA-1	Cestoda	Dibothriocephalus_latus	2	28	1	29	ASIC family	PF00858.27	ASC	Family	418	444	445	18.2	6.10E-07	0	No_clan
DILT_0000526201-mRNA-1	Cestoda	Dibothriocephalus_latus	40	230	39	264	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	191	217	169.5	4.00E-53	1	No_clan
DILT_0000526201-mRNA-1	Cestoda	Dibothriocephalus_latus	283	311	283	318	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	32.6	5.10E-11	0	No_clan
DILT_0000530801-mRNA-1	Cestoda	Dibothriocephalus_latus	44	256	43	257	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	158.1	1.20E-49	1	No_clan
DILT_0000530801-mRNA-1	Cestoda	Dibothriocephalus_latus	264	331	264	334	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	68	238	48.8	5.70E-16	1	No_clan
DILT_0000578601-mRNA-1	Cestoda	Dibothriocephalus_latus	76	558	76	558	ASIC family	PF00858.27	ASC	Family	1	445	445	192.1	1.00E-59	1	No_clan
DILT_0000600401-mRNA-1	Cestoda	Dibothriocephalus_latus	27	210	26	218	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	181	217	154.9	1.20E-48	1	No_clan
DILT_0000615301-mRNA-1	Cestoda	Dibothriocephalus_latus	12	121	12	142	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	110	238	136.2	1.10E-42	1	No_clan
DILT_0000615301-mRNA-1	Cestoda	Dibothriocephalus_latus	141	175	131	176	Cys-loop family	PF02932.19	Neur_chan_memb	Family	203	237	238	21.1	1.60E-07	0	No_clan
DILT_0000618401-mRNA-1	Cestoda	Dibothriocephalus_latus	30	540	30	541	ASIC family	PF00858.27	ASC	Family	1	429	445	160	5.50E-50	1	No_clan
DILT_0000656501-mRNA-1	Cestoda	Dibothriocephalus_latus	16	176	7	215	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	15	172	217	117	4.60E-37	1	No_clan
DILT_0000656501-mRNA-1	Cestoda	Dibothriocephalus_latus	236	325	235	332	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	91	238	45.3	6.50E-15	1	No_clan
DILT_0000656501-mRNA-1	Cestoda	Dibothriocephalus_latus	366	397	333	397	Cys-loop family	PF02932.19	Neur_chan_memb	Family	206	238	238	11.2	0.00018	0	No_clan
DILT_0000679401-mRNA-1	Cestoda	Dibothriocephalus_latus	11	105	4	147	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	93	194	217	98.9	1.60E-31	1	No_clan
DILT_0000679401-mRNA-1	Cestoda	Dibothriocephalus_latus	154	305	154	373	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	123	238	146.2	9.90E-46	1	No_clan
DILT_0000723401-mRNA-1	Cestoda	Dibothriocephalus_latus	35	89	3	135	ASIC family	PF00858.27	ASC	Family	278	327	445	24.7	6.30E-09	1	No_clan
DILT_0000749701-mRNA-1	Cestoda	Dibothriocephalus_latus	36	96	34	100	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	3	51	217	24	1.30E-08	0	No_clan
DILT_0000785301-mRNA-1	Cestoda	Dibothriocephalus_latus	2	142	1	160	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	157	217	183.7	1.90E-57	1	No_clan
DILT_0000817101-mRNA-1	Cestoda	Dibothriocephalus_latus	13	95	1	97	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	26	113	115	110	4.20E-35	1	CL0177
DILT_0000817101-mRNA-1	Cestoda	Dibothriocephalus_latus	111	140	111	140	iGluR family	PF00060.29	Lig_chan	Family	1	30	149	27.5	1.50E-09	0	CL0030
