"ID"	"Match_Metazoa_evalue"	"Match_Protostomia_evalue"	"Match_Spiralia_evalue"	"Match_Lophotrochozoa_evalue"	"Match_Platyhelminthes_evalue"	"Match_Neodermata_evalue"	"Class"	"Species"	"hmm.acc"	"hmm.name"	"bit.score"	"E.value"	"Entry"	"Reviewed"	"Entry.Name"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Protein.families"	"Subcellular.location..CC."	"Pfam"	"Gene.Ontology..biological.process."	"Gene.Ontology..cellular.component."	"Gene.Ontology..molecular.function."	"Gene.Ontology.IDs"	"LGIC.Family"	"Class.LGIC"
"BOX15_Mlig020704g1"	2.99e-07	9.6e-09	4.85e-08	3.26e-12	0	1.78e-09	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	143.2	7.3e-45	"A0A267GRS7"	"unreviewed"	"A0A267GRS7_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig020704g1"	"Macrostomum lignano"	629	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig020801g1"	4.65e-10	0.000697	7.74e-05	1.53e-19	0	2.78e-10	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	145.7	1.3e-45	"A0A267F762"	"unreviewed"	"A0A267F762_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig020801g1"	"Macrostomum lignano"	710	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig021130g3"	5.52e-21	3.69e-17	1.34e-20	3.08e-34	0	9.53e-110	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	192.3	9.3e-60	"A0A267FQU6"	"unreviewed"	"A0A267FQU6_9PLAT"	"Amiloride-sensitive sodium channel subunit alpha"	"BOX15_Mlig021130g3"	"Macrostomum lignano"	761	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig021706g1"	2.18e-05	1.7e-06	8.86e-05	4.39e-06	1.5e-130	1.08e-08	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	45.1	4e-15	"A0A1I8GKY4"	"unreviewed"	"A0A1I8GKY4_9PLAT"	"Uncharacterized protein"	"BOX15_Mlig021706g1"	"Macrostomum lignano"	196	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig021793g2"	4.92e-107	4e-88	1.11e-92	2.05e-151	3.52000000177007e-315	1.76e-80	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	157	2.7e-49	"A0A267G4H8"	"unreviewed"	"A0A267G4H8_9PLAT"	"Glycine receptor subunit alpha-3"	"BOX15_Mlig021793g2"	"Macrostomum lignano"	471	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; GABA-A receptor activity [GO:0004890]"	"GO:0004890; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig021913g2"	2.1e-46	3.22e-38	1.58e-33	4.43e-51	0	4.22e-13	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	272.6	3.9e-84	"A0A267DFK0"	"unreviewed"	"A0A267DFK0_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig021913g2"	"Macrostomum lignano"	581	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig022345g1"	2.29e-09	3.09e-07	4.24e-10	1.31e-15	7.69e-236	1.67e-10	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	111.9	2.3e-35	"A0A267GXA7"	"unreviewed"	"A0A267GXA7_9PLAT"	"Amiloride-sensitive sodium channel subunit gamma"	"BOX15_Mlig022345g1"	"Macrostomum lignano"	316	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig022931g1"	4.53e-14	3.03e-11	4.25e-15	5.96e-24	0	3.08e-117	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	187.4	2.7e-58	"A0A267DUE3"	"unreviewed"	"A0A267DUE3_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig022931g1 BOX15_Mlig022931g2"	"Macrostomum lignano"	615	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig022967g3"	1.91e-20	3.2e-17	3.89e-22	2.46e-31	0	1.39e-110	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	206.2	5.6e-64	"A0A267G6Y1"	"unreviewed"	"A0A267G6Y1_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig022967g3"	"Macrostomum lignano"	701	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig023547g1"	2.09e-58	7.64e-59	9.01e-89	1.29e-118	0	4.71e-159	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	152.4	6.7e-48	"A0A267DPS5"	"unreviewed"	"A0A267DPS5_9PLAT"	"Nicotinic acetylcholine receptor alpha subunit"	"BOX15_Mlig023547g1"	"Macrostomum lignano"	548	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig023922g2"	7.1e-169	7.14e-204	6.59e-208	7.51e-219	0	1.69e-139	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	264.1	4.6e-82	"A0A267DTY6"	"unreviewed"	"A0A267DTY6_9PLAT"	"Nicotinic acetylcholine receptor alpha 4 subunit"	"BOX15_Mlig023922g2"	"Macrostomum lignano"	556	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig023951g1"	1.57e-16	2.41e-22	8.83e-19	5.97e-38	0	1.34e-47	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	210.7	2.3e-65	"A0A267G7E7"	"unreviewed"	"A0A267G7E7_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig023951g1"	"Macrostomum lignano"	575	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig024322g2"	NA	NA	NA	3.11e-07	1.85e-207	5.01e-24	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	70.3	9.8e-23	"A0A267ECD9"	"unreviewed"	"A0A267ECD9_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig024322g2"	"Macrostomum lignano"	326	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig024322g3"	3.29e-12	2.39e-07	4.96e-05	1.69e-16	0	1.48e-51	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	153.5	5.4e-48	"A0A267G0V5"	"unreviewed"	"A0A267G0V5_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig024322g3"	"Macrostomum lignano"	586	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig024348g1"	4.59e-07	6.1e-06	2.51e-06	2.09e-09	4.68e-208	1.04e-09	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	85.4	2.5e-27	"A0A267H346"	"unreviewed"	"A0A267H346_9PLAT"	"Uncharacterized protein"	"BOX15_Mlig024348g1"	"Macrostomum lignano"	281	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig024351g4"	9.66e-33	1.86e-30	4.69e-32	2.21e-34	6.99999999999998e-310	2.38e-25	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	104	4.6e-33	"A0A267FLI3"	"unreviewed"	"A0A267FLI3_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig024351g2 BOX15_Mlig024351g3 BOX15_Mlig024351g4"	"Macrostomum lignano"	434	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig024916g1"	5.17e-09	3.46e-06	9.37e-06	1e-15	0	3.65e-56	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	153.5	5.4e-48	"A0A267EUK8"	"unreviewed"	"A0A267EUK8_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig024916g1"	"Macrostomum lignano"	650	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig025217g1"	2.49e-67	2.15e-44	6.59e-44	2.63e-59	0	7.29e-18	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	294	1.2e-90	"A0A267EQY0"	"unreviewed"	"A0A267EQY0_9PLAT"	"Amiloride-sensitive sodium channel subunit alpha"	"BOX15_Mlig025217g1"	"Macrostomum lignano"	601	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig025378g2"	1.49e-08	9.52e-08	2.52e-11	1.1e-25	0	1.79e-15	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	193.1	5.3e-60	"A0A267GGG8"	"unreviewed"	"A0A267GGG8_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig025378g2"	"Macrostomum lignano"	610	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig025449g1"	2.41e-56	2.59e-53	9.8e-52	1.22e-56	0	1.34e-46	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	157.4	2.1e-49	"A0A267FEH2"	"unreviewed"	"A0A267FEH2_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig025449g1"	"Macrostomum lignano"	482	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig025621g1"	7.1e-12	2.58e-13	1.06e-14	5e-26	0	5.13e-16	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	201.6	1.4e-62	"A0A267E4G4"	"unreviewed"	"A0A267E4G4_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig025621g1"	"Macrostomum lignano"	662	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig026138g2"	1e-11	1.04e-10	7.08e-08	1.92e-12	0	1.88e-10	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	138.4	2.1e-43	"A0A267DPR7"	"unreviewed"	"A0A267DPR7_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig026138g2"	"Macrostomum lignano"	567	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig026396g1"	1.74e-11	3.12e-10	4.13e-09	2.2e-21	1.37e-279	3.32e-25	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	112.1	1.9e-35	"A0A267ECQ9"	"unreviewed"	"A0A267ECQ9_9PLAT"	"Degenerin-like protein unc-105"	"BOX15_Mlig026396g1"	"Macrostomum lignano"	370	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig026429g3"	1.02e-17	2.16e-17	3.59e-15	1.33e-19	0	3.07e-17	"Free-living"	"Macrostomum_lignano"	"PF00060.29"	"Lig_chan"	63.4	1.3e-20	"A0A267FKN8"	"unreviewed"	"A0A267FKN8_9PLAT"	"PBPe domain-containing protein"	"BOX15_Mlig026429g3"	"Macrostomum lignano"	867	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Free-living-iGluR family"
"BOX15_Mlig026586g1"	7.45e-09	6.36e-09	9.86e-07	2.22e-12	0	5.93e-11	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	60	1.3e-19	"A0A267DD42"	"unreviewed"	"A0A267DD42_9PLAT"	"WSC domain-containing protein"	"BOX15_Mlig026586g1"	"Macrostomum lignano"	1091	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;PF01822;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig026767g5"	2.27e-51	6.19e-47	2.12e-52	2.98e-57	0	2.12e-49	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	148.9	8.3e-47	"A0A267GZR6"	"unreviewed"	"A0A267GZR6_9PLAT"	"Neuronal acetylcholine receptor subunit beta-3"	"BOX15_Mlig026767g5"	"Macrostomum lignano"	459	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig026840g2"	2.84e-57	3.67e-61	2.39e-60	1.39e-64	1.16e-272	7.01e-110	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	154.3	1.8e-48	"A0A267FA78"	"unreviewed"	"A0A267FA78_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig026840g2"	"Macrostomum lignano"	381	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig027167g2"	3.27e-41	5.58e-43	2.56e-38	4.32e-42	3.67e-262	9.66e-41	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	112.6	1.1e-35	"A0A267DVC5"	"unreviewed"	"A0A267DVC5_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig027167g2"	"Macrostomum lignano"	367	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig027426g1"	2.05e-26	3.09e-26	7.01e-13	1.66e-37	0	1.1e-22	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	206.3	5.1e-64	"A0A267FGP1"	"unreviewed"	"A0A267FGP1_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig027426g1 BOX15_Mlig027426g3"	"Macrostomum lignano"	646	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig028584g3"	1.88e-17	7.4e-14	1.33e-21	7.41e-29	0	5.96e-149	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	200.8	2.4e-62	"A0A267G3V0"	"unreviewed"	"A0A267G3V0_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig028584g3"	"Macrostomum lignano"	611	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig028639g1"	4.67e-13	6.3e-13	2.81e-17	8.04e-30	0	5.11e-39	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	193.1	5.4e-60	"A0A267EK74"	"unreviewed"	"A0A267EK74_9PLAT"	"Amiloride-sensitive sodium channel"	"BOX15_Mlig028639g1"	"Macrostomum lignano"	587	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
"BOX15_Mlig028785g2"	7.54e-61	5.64e-57	4.06e-91	8.9e-111	0	7.44e-142	"Free-living"	"Macrostomum_lignano"	"PF02931.26"	"Neur_chan_LBD"	156.7	3.4e-49	"A0A267E5D1"	"unreviewed"	"A0A267E5D1_9PLAT"	"Neur_chan_LBD domain-containing protein"	"BOX15_Mlig028785g1"	"Macrostomum lignano"	550	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Free-living-Cys-loop family"
"BOX15_Mlig029271g2"	3.28e-06	5.57e-06	1.46e-06	1.54e-10	0	7.29e-09	"Free-living"	"Macrostomum_lignano"	"PF00858.27"	"ASC"	100.8	5.4e-32	"A0A267G058"	"unreviewed"	"A0A267G058_9PLAT"	"SSD domain-containing protein"	"BOX15_Mlig029271g2"	"Macrostomum lignano"	571	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Free-living-ASIC family"
