ID	Match_Metazoa_evalue	Match_Protostomia_evalue	Match_Spiralia_evalue	Match_Lophotrochozoa_evalue	Match_Platyhelminthes_evalue	Match_Neodermata_evalue	Class	Species	hmm.acc	hmm.name	bit.score	E.value	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Protein.families	Subcellular.location..CC.	Pfam	Gene.Ontology..biological.process.	Gene.Ontology..cellular.component.	Gene.Ontology..molecular.function.	Gene.Ontology.IDs	LGIC.Family	Class.LGIC
FBUS_03795	89	108	80	104	139	114	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	163.1	3.70E-51	A0A8E0RYP7	unreviewed	A0A8E0RYP7_9TREM	Neuronal acetylcholine receptor subunit alpha-7	FBUS_03795	Fasciolopsis buski	627	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FBUS_03796	87	98	73	95	119	106	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	207.8	7.80E-65	A0A8E0VL49	unreviewed	A0A8E0VL49_9TREM	Nicotinic acetylcholine receptor subunit	FBUS_03796	Fasciolopsis buski	680	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FBUS_03872	35	35	33	37	145	123	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	138.7	1.10E-43	A0A8E0RMV3	unreviewed	A0A8E0RMV3_9TREM	Neuronal acetylcholine receptor subunit alpha-6	FBUS_03872	Fasciolopsis buski	818	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FBUS_04043	40	46	57	97	137	158	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	17.6	1.20E-06	A0A8E0RY35	unreviewed	A0A8E0RY35_9TREM	Neuronal acetylcholine receptor subunit alpha 4	FBUS_04043	Fasciolopsis buski	912	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FBUS_04495	69	66	88	101	141	128	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	183.2	2.60E-57	A0A8E0VF25	unreviewed	A0A8E0VF25_9TREM	Neuronal acetylcholine receptor subunit alpha-2	FBUS_04495	Fasciolopsis buski	785	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FBUS_04736	7	7	7	12	88	80	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	129.8	8.20E-41	A0A8E0VJ45	unreviewed	A0A8E0VJ45_9TREM	Degenerin unc-8	FBUS_04736	Fasciolopsis buski	748	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_04886	NA	NA	3	NA	53	92	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	63.5	1.10E-20	A0A8E0S6S2	unreviewed	A0A8E0S6S2_9TREM	Amiloride-sensitive sodium channel	FBUS_04886	Fasciolopsis buski	645	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_05300	NA	NA	NA	NA	48	74	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	28.3	5.20E-10	A0A8E0RN84	unreviewed	A0A8E0RN84_9TREM	Na channel amiloride sensitive	FBUS_05300	Fasciolopsis buski	528	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_05335	33	36	29	33	115	101	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	114.2	3.50E-36	A0A8E0RJA8	unreviewed	A0A8E0RJA8_9TREM	Putative nachr subunit	FBUS_05335	Fasciolopsis buski	455	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FBUS_05372	13	13	9	27	150	229	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	175	1.70E-54	A0A8E0RNR3	unreviewed	A0A8E0RNR3_9TREM	FMRFamide-activated amiloride-sensitive sodium channel	FBUS_05372	Fasciolopsis buski	660	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_05551	8	8	10	9	27	135	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	98.6	2.40E-31	A0A8E0S037	unreviewed	A0A8E0S037_9TREM	Protein vprbp	FBUS_05551	Fasciolopsis buski	526	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_05912	76	77	107	120	164	141	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	203.6	1.50E-63	A0A8E0S4B5	unreviewed	A0A8E0S4B5_9TREM	Putative nachr subunit	FBUS_05912	Fasciolopsis buski	610	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FBUS_06108	74	66	65	75	170	198	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	146.7	3.80E-46	A0A8E0RYH4	unreviewed	A0A8E0RYH4_9TREM	Glycine receptor subunit beta	FBUS_06108	Fasciolopsis buski	577	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FBUS_06256	NA	NA	NA	NA	32	55	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	23.1	1.90E-08	A0A8E0RTT7	unreviewed	A0A8E0RTT7_9TREM	Na channel amiloride sensitive	FBUS_06256	Fasciolopsis buski	203					integral component of membrane [GO:0016021]		GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_06257	NA	NA	NA	NA	45	72	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	43.4	1.40E-14	A0A8E0S0K6	unreviewed	A0A8E0S0K6_9TREM	Na channel amiloride sensitive	FBUS_06257	Fasciolopsis buski	524	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_06320	NA	NA	6	7	102	151	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	155.2	1.60E-48	A0A8E0S7J3	unreviewed	A0A8E0S7J3_9TREM	Amiloride sensitive cation channel 4 A	FBUS_06320	Fasciolopsis buski	782	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_06597	11	13	15	30	133	172	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	172.7	8.10E-54	A0A8E0S5A2	unreviewed	A0A8E0S5A2_9TREM	FMRFamide-activated amiloride-sensitive sodium channel	FBUS_06597	Fasciolopsis buski	644	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_07501	14	13	13	23	124	141	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	136.1	1.00E-42	A0A8E0VH86	unreviewed	A0A8E0VH86_9TREM	FMRFamide-activated amiloride-sensitive sodium channel	FBUS_07501	Fasciolopsis buski	520	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_07927	4	4	7	13	48	63	Trematoda	Fasciolopsis_buski	PF00858.27	ASC	64.8	4.50E-21	A0A8E0VPG0	unreviewed	A0A8E0VPG0_9TREM	FMRFamide-activated amiloride-sensitive sodium channel	FBUS_07927	Fasciolopsis buski	197	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FBUS_09115	47	51	49	78	110	125	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	38.8	4.00E-13	A0A8E0RKH3	unreviewed	A0A8E0RKH3_9TREM	Acetylcholine receptor subunit alpha-type acr-16	FBUS_09115	Fasciolopsis buski	462	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FBUS_11313	71	67	72	76	152	179	Trematoda	Fasciolopsis_buski	PF02931.26	Neur_chan_LBD	159.5	4.70E-50	A0A8E0VNU4	unreviewed	A0A8E0VNU4_9TREM	Glycine receptor subunit beta	FBUS_11313	Fasciolopsis buski	521	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FGIG_01388	NA	5	5	10	39	176	Trematoda	Fasciola_gigantica	PF00858.27	ASC	173.4	5.00E-54	A0A504YX87	unreviewed	A0A504YX87_FASGI	Amiloride-sensitive sodium channel	FGIG_01388	Fasciola gigantica (Giant liver fluke)	606	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FGIG_01541	70	67	69	74	151	180	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	160.1	3.00E-50	A0A504Y981	unreviewed	A0A504Y981_FASGI	Glycine receptor subunit beta	FGIG_01541	Fasciola gigantica (Giant liver fluke)	521	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FGIG_02289	24	20	22	35	145	193	Trematoda	Fasciola_gigantica	PF00858.27	ASC	214.5	1.70E-66	A0A504YH24	unreviewed	A0A504YH24_FASGI	FMRFamide-activated amiloride-sensitive sodium channel	FGIG_02289	Fasciola gigantica (Giant liver fluke)	664	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FGIG_02532	NA	NA	NA	NA	81	135	Trematoda	Fasciola_gigantica	PF00858.27	ASC	56.4	1.60E-18	A0A504Y611	unreviewed	A0A504Y611_FASGI	Na channel amiloride sensitive	FGIG_02532	Fasciola gigantica (Giant liver fluke)	681	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FGIG_02589	61	70	55	68	92	77	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	102.6	1.20E-32	A0A504Y5D2	unreviewed	A0A504Y5D2_FASGI	Nicotinic acetylcholine receptor non-alpha subunit	FGIG_02589	Fasciola gigantica (Giant liver fluke)	743		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FGIG_02590	70	88	63	77	106	82	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	141.1	2.00E-44	A0A504Y542	unreviewed	A0A504Y542_FASGI	Neuronal acetylcholine receptor subunit alpha-7	FGIG_02590	Fasciola gigantica (Giant liver fluke)	548	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FGIG_03054	8	8	11	18	148	165	Trematoda	Fasciola_gigantica	PF00858.27	ASC	181.4	1.90E-56	A0A504YIS5	unreviewed	A0A504YIS5_FASGI	FMRFamide-activated amiloride-sensitive sodium channel	FGIG_03054	Fasciola gigantica (Giant liver fluke)	618	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
FGIG_03226	90	121	128	146	150	147	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	167.5	1.70E-52	A0A504YQH7	unreviewed	A0A504YQH7_FASGI	Nicotinic acetylcholine receptor subunit type R	FGIG_03226	Fasciola gigantica (Giant liver fluke)	526	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FGIG_03227	NA	4	10	8	9	7	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	22.1	4.90E-08	A0A504YRT6	unreviewed	A0A504YRT6_FASGI	Peptidase S8	FGIG_03227	Fasciola gigantica (Giant liver fluke)	117					integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FGIG_03301	71	74	108	116	160	137	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	195.6	4.30E-61	A0A504Y6D8	unreviewed	A0A504Y6D8_FASGI	Acetylcholine receptor subunit beta	FGIG_03301	Fasciola gigantica (Giant liver fluke)	620	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FGIG_03463	34	35	32	38	143	122	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	138.1	1.70E-43	A0A504YDR0	unreviewed	A0A504YDR0_FASGI	Putative nachr subunit	FGIG_03463	Fasciola gigantica (Giant liver fluke)	824	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
FGIG_04082	62	71	72	94	88	95	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	166.5	3.40E-52	A0A504YC61	unreviewed	A0A504YC61_FASGI	Putative nachr subunit	FGIG_04082	Fasciola gigantica (Giant liver fluke)	665	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
FGIG_04240	51	51	72	97	145	151	Trematoda	Fasciola_gigantica	PF02931.26	Neur_chan_LBD	117.9	2.40E-37	A0A504YVW7	unreviewed	A0A504YVW7_FASGI	Neuronal acetylcholine receptor subunit alpha-7	FGIG_04240	Fasciola gigantica (Giant liver fluke)	591		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Trematoda-Cys-loop family
